date,event_time,magnitude,PGA_max,PGA_med,PGV_max,PGV_med,stations,WSN_availability,timestamp
2025-08-07,2025-08-07 17:47:00+09:00,,69863.1630504267,17382.46127289926,45890.138265540845,19723.63471102674,33,1.0,202508070847
